K-12,HM43_UR,HM43_UTI,HM43_LB,HM43_mouse,HM56_UTI,HM56_LB,HM56_UR,HM56_mouse,HM86_LB,HM86_UR,HM86_UTI,HM86_mouse
b1306,409.0,225.0,469.0,35.0,70.0,369.0,498.0,130.0,408.0,469.0,63.0,175.0
b2585,7159.0,1857.0,13266.0,766.0,4351.0,14609.0,14987.0,2457.0,8099.0,7237.0,1544.0,2086.0
b4358,123.0,2.0,54.0,56.0,4.0,53.0,114.0,15.0,50.0,116.0,4.0,94.0
b3072,3555.0,152.0,20091.0,109.0,175.0,12839.0,5658.0,612.0,1072.0,1302.0,74.0,316.0
b1305,1108.0,1134.0,868.0,72.0,166.0,700.0,701.0,239.0,609.0,626.0,162.0,365.0
b2045,73.0,16.0,113.0,26.0,33.0,135.0,158.0,39.0,71.0,103.0,12.0,20.0
b2980,1504.0,91.0,2036.0,48.0,59.0,2972.0,2400.0,190.0,1806.0,2471.0,59.0,216.0
b0393,1981.0,536.0,6468.0,260.0,2135.0,14020.0,5344.0,899.0,10289.0,4462.0,1019.0,1444.0
b3226,943.0,182.0,1646.0,166.0,474.0,2584.0,2201.0,420.0,1580.0,1789.0,203.0,556.0
b1115,55.0,4.0,21.0,2.0,6.0,22.0,46.0,10.0,4.0,21.0,0.0,1.0
b0033,634.0,707.0,39778.0,634.0,1965.0,46799.0,1595.0,1751.0,27217.0,3784.0,1637.0,1601.0
b3473,1924.0,232.0,846.0,225.0,332.0,1525.0,4175.0,703.0,1518.0,8505.0,259.0,743.0
b2128,1161.0,13.0,1289.0,26.0,24.0,331.0,1470.0,74.0,106.0,1135.0,14.0,40.0
b0180,12708.0,12799.0,22374.0,1849.0,21310.0,33955.0,37345.0,10609.0,50074.0,50766.0,10090.0,9164.0
b3390,9132.0,4429.0,16428.0,1421.0,10516.0,20308.0,14863.0,4236.0,33526.0,39658.0,7449.0,8502.0
b0113,1519.0,3149.0,3897.0,1848.0,30900.0,22002.0,9621.0,7283.0,15179.0,11039.0,4489.0,6450.0
b4153,273.0,32.0,14282.0,550.0,65.0,5105.0,868.0,2357.0,6371.0,694.0,29.0,5848.0
b3678,471.0,62.0,457.0,56.0,71.0,565.0,1005.0,159.0,840.0,1567.0,53.0,310.0
b3318,7739.0,18638.0,72126.0,9443.0,36838.0,270204.0,25008.0,20795.0,255275.0,59273.0,11307.0,45878.0
b2196,465.0,81.0,1574.0,230.0,272.0,1676.0,733.0,372.0,555.0,406.0,111.0,548.0
b0964,732.0,16.0,434.0,14.0,31.0,273.0,1153.0,38.0,132.0,426.0,16.0,57.0
b3110,34947.0,1252.0,205.0,1161.0,1160.0,303.0,41460.0,1530.0,318.0,34813.0,511.0,2809.0
b1271,3183.0,566.0,3747.0,200.0,729.0,3711.0,3168.0,560.0,3666.0,3727.0,462.0,864.0
b1640,1556.0,206.0,2265.0,194.0,231.0,2625.0,2629.0,409.0,1765.0,2968.0,136.0,539.0
b4324,3205.0,499.0,1990.0,569.0,531.0,3416.0,8034.0,2115.0,2841.0,11770.0,298.0,1184.0
b0976,106.0,11.0,239.0,37.0,7.0,70.0,227.0,76.0,35.0,97.0,5.0,57.0
b3811,1895.0,244.0,2958.0,179.0,510.0,2702.0,3926.0,570.0,2016.0,3860.0,219.0,563.0
b3735,7997.0,4370.0,71650.0,2385.0,11099.0,112282.0,19286.0,11876.0,91903.0,29348.0,3383.0,11539.0
b0336,302.0,61.0,1460.0,54.0,265.0,1365.0,659.0,206.0,968.0,477.0,100.0,346.0
b1863,1063.0,507.0,2004.0,414.0,1073.0,3450.0,1613.0,757.0,2338.0,1867.0,410.0,967.0
b0166,8330.0,1634.0,12866.0,484.0,1928.0,38297.0,25882.0,5450.0,37021.0,31873.0,833.0,4135.0
b2913,22130.0,1456.0,3265.0,344.0,754.0,5997.0,55886.0,2085.0,5896.0,53933.0,1301.0,1448.0
b2991,270.0,92.0,465.0,95.0,107.0,331.0,396.0,277.0,240.0,304.0,44.0,489.0
b0488,723.0,69.0,970.0,94.0,141.0,643.0,894.0,196.0,332.0,713.0,34.0,189.0
b3925,1389.0,439.0,9786.0,388.0,1445.0,8274.0,2127.0,1232.0,7089.0,2209.0,648.0,1889.0
b0783,5556.0,218.0,2630.0,330.0,478.0,2484.0,7334.0,613.0,1731.0,4495.0,178.0,932.0
b3937,222.0,103.0,196.0,112.0,126.0,107.0,129.0,71.0,116.0,270.0,110.0,136.0
b3178,57780.0,11929.0,76782.0,6068.0,12773.0,120844.0,86229.0,12445.0,130815.0,117246.0,6804.0,27253.0
b0020,3084.0,425.0,4630.0,246.0,922.0,3619.0,11433.0,943.0,2809.0,4735.0,369.0,751.0
b3076,311.0,1136.0,699.0,335.0,810.0,558.0,529.0,404.0,547.0,1037.0,286.0,579.0
b3569,3442.0,126.0,895.0,64.0,208.0,2045.0,24145.0,474.0,905.0,20838.0,103.0,187.0
b3919,13733.0,2307.0,49375.0,1144.0,2630.0,45727.0,32182.0,2505.0,38342.0,29314.0,1607.0,8183.0
b2770,209.0,16.0,198.0,10.0,10.0,273.0,338.0,38.0,82.0,270.0,10.0,45.0
b3064,1115.0,296.0,3141.0,232.0,1036.0,3846.0,1747.0,895.0,3225.0,2031.0,647.0,935.0
b2113,6545.0,1330.0,16889.0,640.0,2826.0,26974.0,15704.0,4026.0,39866.0,21942.0,1542.0,4248.0
b0993,394.0,85.0,541.0,108.0,262.0,522.0,695.0,497.0,427.0,520.0,112.0,384.0
b0029,3237.0,1048.0,7218.0,557.0,2012.0,16050.0,10065.0,2038.0,14405.0,14446.0,789.0,2974.0
b3491,1747.0,17.0,2454.0,183.0,32.0,104.0,38616.0,196.0,106.0,3058.0,13.0,253.0
b2971,140.0,674.0,577.0,103.0,4063.0,2975.0,96.0,355.0,965.0,67.0,1798.0,631.0
b3405,5312.0,229.0,7724.0,278.0,365.0,11483.0,12208.0,2074.0,15551.0,14217.0,171.0,2560.0
b2834,7313.0,758.0,10645.0,250.0,732.0,17169.0,32636.0,2047.0,14815.0,28493.0,474.0,1746.0
b3262,162.0,325.0,450.0,42.0,415.0,544.0,302.0,163.0,597.0,286.0,182.0,197.0
b3923,8839.0,424.0,8916.0,340.0,240.0,9167.0,11751.0,2535.0,3449.0,4646.0,82.0,1023.0
b1120,3621.0,441.0,8214.0,250.0,787.0,9370.0,8446.0,1091.0,4938.0,6345.0,303.0,877.0
b0860,4266.0,1428.0,3734.0,370.0,894.0,940.0,1863.0,12213.0,667.0,6457.0,832.0,1139.0
b3771,30570.0,406.0,2054.0,382.0,1708.0,13104.0,123204.0,2818.0,6641.0,43817.0,779.0,1696.0
b0482,2989.0,249.0,2941.0,263.0,423.0,9121.0,10887.0,1286.0,6957.0,7237.0,180.0,920.0
b2812,972.0,970.0,2709.0,246.0,1898.0,7117.0,2466.0,280.0,4510.0,2717.0,984.0,825.0
b0681,474.0,96.0,339.0,82.0,82.0,471.0,633.0,114.0,487.0,695.0,27.0,201.0
b3537,905.0,59.0,825.0,18.0,26.0,565.0,839.0,62.0,319.0,570.0,20.0,35.0
b0688,15855.0,2125.0,40015.0,1374.0,6958.0,48318.0,33091.0,4284.0,58466.0,50927.0,3010.0,8434.0
b1218,8613.0,155.0,2791.0,266.0,210.0,1996.0,12581.0,1074.0,953.0,6717.0,150.0,464.0
b2371,265.0,34.0,197.0,60.0,32.0,145.0,223.0,133.0,53.0,106.0,16.0,89.0
b2581,723.0,544.0,3225.0,233.0,1695.0,7717.0,3289.0,748.0,6685.0,2661.0,824.0,1233.0
b1764,6485.0,1337.0,9901.0,715.0,2207.0,14400.0,12821.0,1313.0,11973.0,15102.0,1076.0,3861.0
b0126,10838.0,1504.0,11420.0,266.0,2008.0,23689.0,42700.0,1880.0,22955.0,30521.0,1206.0,1874.0
b1100,4303.0,739.0,3764.0,274.0,1372.0,4243.0,5874.0,841.0,3872.0,3790.0,585.0,720.0
b1631,543.0,546.0,1469.0,204.0,560.0,1509.0,1160.0,273.0,1208.0,1255.0,280.0,292.0
b3269,1079.0,24.0,1037.0,16.0,17.0,196.0,832.0,57.0,107.0,643.0,23.0,35.0
b1279,3288.0,366.0,2491.0,196.0,474.0,1061.0,1881.0,416.0,920.0,1909.0,264.0,693.0
b0628,2898.0,1203.0,5457.0,510.0,3753.0,10040.0,7588.0,1544.0,9577.0,8190.0,1484.0,1978.0
b4394,838.0,103.0,1084.0,99.0,186.0,1480.0,1376.0,262.0,715.0,949.0,89.0,308.0
b0400,1614.0,587.0,2005.0,246.0,560.0,2707.0,4430.0,800.0,1797.0,3290.0,383.0,946.0
b3060,306.0,36.0,350.0,158.0,58.0,651.0,345.0,306.0,677.0,326.0,25.0,343.0
b2750,294.0,31.0,1852.0,26.0,23.0,11541.0,473.0,70.0,11066.0,367.0,9.0,140.0
b3388,12550.0,5573.0,28786.0,1913.0,12261.0,66831.0,41669.0,6698.0,35963.0,33587.0,4491.0,5320.0
b2921,272.0,101.0,310.0,82.0,245.0,691.0,2029.0,326.0,201.0,559.0,53.0,158.0
b2122,305.0,78.0,235.0,68.0,64.0,323.0,424.0,138.0,202.0,280.0,20.0,69.0
b2114,4749.0,3924.0,12646.0,978.0,7192.0,28566.0,13062.0,3729.0,23580.0,15849.0,3514.0,2444.0
b3398,1901.0,710.0,3172.0,699.0,848.0,5082.0,2619.0,798.0,6202.0,4545.0,753.0,2566.0
b2727,79.0,18.0,363.0,74.0,81.0,1077.0,288.0,576.0,434.0,169.0,15.0,485.0
b3098,25931.0,233.0,45564.0,508.0,691.0,11817.0,63535.0,1704.0,5694.0,25010.0,231.0,981.0
b3411,53.0,28.0,86.0,45.0,30.0,107.0,87.0,62.0,3057.0,3713.0,94.0,503.0
b2297,5622.0,7141.0,25056.0,3821.0,19447.0,25682.0,14485.0,8734.0,17934.0,11481.0,3700.0,12318.0
b1667,3066.0,158.0,863.0,203.0,701.0,386.0,901.0,250.0,405.0,817.0,242.0,649.0
b3394,77.0,22.0,164.0,47.0,23.0,183.0,207.0,80.0,223.0,495.0,17.0,201.0
b1756,230.0,27.0,318.0,36.0,19.0,187.0,219.0,44.0,67.0,107.0,2.0,32.0
b4384,9681.0,1280.0,34072.0,876.0,2429.0,18148.0,18425.0,1025.0,12850.0,8956.0,870.0,3312.0
b1057,2741.0,354.0,737.0,75.0,103.0,3079.0,6982.0,439.0,1516.0,4851.0,45.0,120.0
b0487,3290.0,86.0,3037.0,97.0,101.0,2235.0,11944.0,472.0,1595.0,3770.0,44.0,430.0
b0775,260.0,162.0,282.0,143.0,234.0,395.0,156.0,166.0,404.0,409.0,1050.0,304.0
b0937,20.0,2.0,17.0,13.0,5.0,62.0,57.0,21.0,184.0,44.0,6.0,59.0
b3791,2036.0,369.0,6683.0,331.0,443.0,5584.0,4174.0,544.0,7359.0,5885.0,249.0,1383.0
b0444,730.0,177.0,1619.0,77.0,307.0,2299.0,1551.0,285.0,1952.0,1719.0,185.0,239.0
b2415,31629.0,10705.0,49029.0,3303.0,20346.0,75115.0,103763.0,24061.0,68749.0,79747.0,14105.0,20554.0
b0750,71795.0,239.0,2768.0,393.0,1115.0,3833.0,7264.0,731.0,2225.0,5785.0,222.0,1311.0
b0173,1810.0,539.0,2892.0,237.0,2419.0,6403.0,5696.0,1256.0,2585.0,3614.0,585.0,789.0
b0577,2388.0,721.0,2477.0,455.0,3707.0,5484.0,4463.0,1420.0,3942.0,3691.0,558.0,1432.0
b3190,956.0,781.0,3090.0,123.0,1596.0,4634.0,2652.0,407.0,5159.0,3957.0,817.0,569.0
b3794,967.0,693.0,2141.0,103.0,593.0,1876.0,1533.0,398.0,2329.0,2352.0,552.0,524.0
b3713,5499.0,238.0,13282.0,220.0,258.0,4963.0,10640.0,594.0,2774.0,5200.0,46.0,730.0
b3197,4964.0,768.0,8522.0,591.0,2527.0,13060.0,14032.0,2542.0,8305.0,10866.0,991.0,2371.0
b0421,2723.0,1536.0,4959.0,346.0,3227.0,9100.0,9006.0,1821.0,8648.0,13448.0,1299.0,1689.0
b2825,218.0,21.0,223.0,19.0,49.0,169.0,396.0,33.0,72.0,143.0,5.0,17.0
b0869,2634.0,298.0,2321.0,170.0,542.0,5279.0,8110.0,909.0,687.0,1248.0,47.0,133.0
b2055,37.0,10.0,55.0,32.0,5.0,14.0,37.0,33.0,10.0,53.0,1.0,46.0
b1618,1917.0,280.0,2100.0,154.0,348.0,2523.0,5051.0,907.0,3275.0,7688.0,224.0,958.0
b3210,18412.0,1652.0,22384.0,1248.0,2894.0,35442.0,38379.0,3261.0,20574.0,26147.0,1080.0,4622.0
b3669,39.0,61.0,293.0,50.0,309.0,389.0,90.0,165.0,167.0,96.0,141.0,108.0
b0414,9156.0,2031.0,19945.0,913.0,2681.0,25298.0,21440.0,2675.0,22971.0,21394.0,1502.0,3882.0
b2900,1678.0,276.0,2320.0,92.0,527.0,4135.0,2729.0,695.0,3750.0,2671.0,319.0,613.0
b3857,2600.0,191.0,2659.0,109.0,259.0,2958.0,4274.0,329.0,2543.0,3535.0,100.0,608.0
b0356,1115.0,178.0,4235.0,366.0,759.0,4282.0,2189.0,799.0,4223.0,2432.0,200.0,1029.0
b3139,164.0,3.0,23.0,33.0,15.0,135.0,2971.0,126.0,57.0,5974.0,4.0,150.0
b4322,16693.0,1989.0,2647.0,3235.0,2415.0,4798.0,65130.0,15578.0,4885.0,144299.0,1135.0,7585.0
b1775,144.0,12.0,184.0,41.0,10.0,110.0,110.0,88.0,98.0,126.0,9.0,90.0
b3151,249.0,23.0,474.0,46.0,194.0,1950.0,427.0,256.0,3101.0,1053.0,221.0,392.0
b0194,4514.0,2959.0,32741.0,1163.0,4528.0,43195.0,8916.0,2272.0,40169.0,13879.0,2677.0,5462.0
b1311,10.0,1.0,39.0,5.0,2.0,25.0,50.0,5.0,11.0,62.0,1.0,10.0
b0089,8074.0,1431.0,8042.0,917.0,2901.0,13116.0,14709.0,2408.0,8298.0,11145.0,1016.0,2360.0
b3192,6177.0,721.0,9527.0,416.0,1041.0,12967.0,8226.0,1108.0,12414.0,9702.0,639.0,2382.0
b3319,14947.0,39979.0,150887.0,19734.0,78493.0,365936.0,33210.0,31880.0,332615.0,65304.0,24670.0,79656.0
b3600,3691.0,1297.0,7790.0,419.0,1092.0,5421.0,5930.0,2764.0,3013.0,4194.0,679.0,1376.0
b2209,2324.0,709.0,9704.0,446.0,2118.0,24455.0,7176.0,2860.0,23999.0,7704.0,324.0,3236.0
b2455,26.0,3.0,89.0,35.0,4.0,44.0,44.0,140.0,25.0,52.0,3.0,258.0
b3380,80.0,12.0,112.0,3.0,27.0,101.0,117.0,10.0,62.0,154.0,7.0,35.0
b1639,505.0,81.0,666.0,60.0,118.0,448.0,661.0,144.0,309.0,810.0,33.0,171.0
b3426,2164.0,922.0,3414.0,1379.0,982.0,58647.0,2934.0,4528.0,18715.0,1175.0,145.0,6670.0
b3059,645.0,62.0,879.0,53.0,109.0,536.0,748.0,184.0,593.0,818.0,109.0,258.0
b4119,14834.0,230.0,2955.0,322.0,210.0,2141.0,43280.0,1158.0,1923.0,39283.0,54.0,2670.0
b4211,666.0,164.0,532.0,71.0,94.0,1137.0,1119.0,163.0,1125.0,1605.0,58.0,201.0
b0144,1388.0,505.0,2405.0,164.0,1233.0,2486.0,2975.0,561.0,1750.0,2928.0,494.0,770.0
b0728,43742.0,1759.0,264731.0,1291.0,937.0,193121.0,86646.0,5599.0,135580.0,162878.0,503.0,5970.0
b2418,1829.0,287.0,4758.0,92.0,245.0,4448.0,3837.0,413.0,2418.0,2699.0,131.0,333.0
b1096,3215.0,799.0,2957.0,351.0,1624.0,5037.0,10539.0,1098.0,4413.0,7006.0,647.0,1421.0
b1415,18531.0,280.0,9525.0,164.0,200.0,6116.0,23888.0,521.0,4344.0,26935.0,43.0,603.0
b0769,1.0,1.0,1.0,10.0,1.0,16.0,1.0,7.0,3.0,1.0,2.0,21.0
b0461,22596.0,5328.0,11937.0,1854.0,12131.0,23387.0,52430.0,13328.0,54540.0,110575.0,4431.0,8687.0
b2260,1443.0,481.0,3078.0,322.0,1309.0,4532.0,2365.0,587.0,4381.0,4861.0,466.0,912.0
b3871,6851.0,9375.0,29588.0,3556.0,22192.0,107224.0,31621.0,8246.0,51943.0,27523.0,7530.0,10407.0
b3440,6866.0,1139.0,9937.0,676.0,1395.0,14814.0,20952.0,2029.0,14282.0,18599.0,553.0,2312.0
b3846,9815.0,211.0,10187.0,210.0,98.0,3654.0,6508.0,312.0,2496.0,6774.0,31.0,392.0
b2400,8168.0,10145.0,55988.0,1852.0,19313.0,82718.0,29216.0,5574.0,83198.0,39558.0,10353.0,11849.0
b1187,4004.0,977.0,6755.0,276.0,1161.0,7674.0,7670.0,948.0,9549.0,19793.0,821.0,2282.0
b3057,1486.0,400.0,2603.0,151.0,527.0,3032.0,1334.0,339.0,3001.0,1340.0,307.0,662.0
b0877,4278.0,1885.0,7083.0,1060.0,3112.0,22384.0,9634.0,2042.0,30353.0,10970.0,1474.0,2268.0
b3105,2035.0,531.0,2908.0,406.0,833.0,4881.0,4785.0,781.0,4523.0,4541.0,450.0,1065.0
b1466,2484.0,10.0,894.0,15.0,17.0,309.0,8951.0,86.0,114.0,2235.0,4.0,38.0
b3313,33176.0,62525.0,229389.0,24802.0,129390.0,727240.0,73897.0,50614.0,645258.0,121089.0,43769.0,131346.0
b0568,1242.0,293.0,2337.0,284.0,936.0,3441.0,2162.0,988.0,1547.0,1821.0,174.0,605.0
b1625,1384.0,471.0,889.0,282.0,1116.0,1346.0,7002.0,730.0,599.0,1472.0,466.0,468.0
b3982,11559.0,6881.0,39377.0,2652.0,8308.0,35603.0,16640.0,4492.0,29241.0,17981.0,4463.0,6525.0
b1724,66179.0,796.0,46585.0,613.0,526.0,11598.0,123092.0,3423.0,8177.0,64092.0,323.0,1973.0
b2821,5234.0,1102.0,6247.0,768.0,1667.0,10029.0,11963.0,1962.0,5953.0,8581.0,759.0,1797.0
b3013,415.0,41.0,554.0,28.0,51.0,249.0,600.0,100.0,131.0,540.0,13.0,61.0
b3400,3165.0,1795.0,6754.0,418.0,2072.0,14929.0,7128.0,1643.0,13741.0,8929.0,668.0,2754.0
b1688,2309.0,207.0,3046.0,105.0,390.0,2711.0,3535.0,364.0,2720.0,3091.0,199.0,522.0
b0492,4531.0,1263.0,10045.0,448.0,1246.0,18440.0,12447.0,2574.0,16516.0,13139.0,861.0,3033.0
b3946,4638.0,357.0,3375.0,256.0,481.0,6410.0,16520.0,1550.0,3596.0,8054.0,112.0,1129.0
b1192,3526.0,359.0,3923.0,198.0,463.0,5042.0,7450.0,683.0,5048.0,6765.0,217.0,818.0
b2804,9054.0,626.0,4267.0,275.0,197.0,1201.0,1547.0,411.0,1380.0,1325.0,118.0,534.0
b0430,7316.0,7682.0,39074.0,450.0,4881.0,52014.0,29561.0,2636.0,44453.0,30324.0,1868.0,2292.0
b0642,22028.0,6470.0,50044.0,2746.0,11132.0,75092.0,44077.0,4461.0,30796.0,18502.0,3356.0,5126.0
b0708,8568.0,99.0,5222.0,147.0,182.0,2828.0,14530.0,510.0,647.0,3429.0,69.0,215.0
b3363,3654.0,830.0,5505.0,299.0,1601.0,5712.0,7642.0,1420.0,12622.0,12164.0,781.0,1672.0
b4202,1369.0,3619.0,12374.0,1182.0,15894.0,65559.0,4460.0,8413.0,33898.0,5077.0,3634.0,4597.0
b1594,4830.0,1081.0,3548.0,578.0,908.0,7372.0,6188.0,1637.0,7594.0,7595.0,707.0,2822.0
b4056,9486.0,408.0,8534.0,380.0,417.0,8754.0,26687.0,1719.0,7264.0,12467.0,218.0,1699.0
b0111,841.0,64.0,1685.0,58.0,197.0,1543.0,2091.0,204.0,965.0,1728.0,72.0,399.0
b0464,617.0,472.0,973.0,137.0,869.0,1520.0,1906.0,621.0,1339.0,2128.0,268.0,600.0
b1242,373.0,150.0,1041.0,108.0,224.0,835.0,434.0,240.0,985.0,696.0,135.0,356.0
b3630,7316.0,1437.0,9358.0,514.0,2421.0,14020.0,15417.0,2303.0,11478.0,12263.0,1099.0,1749.0
b3859,7666.0,1464.0,12260.0,727.0,3854.0,15281.0,12346.0,1706.0,16446.0,12064.0,1141.0,2734.0
b1972,479.0,413.0,335.0,43.0,57.0,153.0,1008.0,290.0,77.0,360.0,6.0,165.0
b2827,3764.0,1722.0,7606.0,316.0,1977.0,10292.0,4406.0,811.0,12926.0,9768.0,1423.0,1662.0
b3519,4505.0,158.0,2953.0,163.0,139.0,1696.0,9904.0,271.0,923.0,2908.0,83.0,336.0
b4143,47262.0,21939.0,365057.0,8223.0,16252.0,387337.0,108704.0,28924.0,318315.0,107373.0,6752.0,57295.0
b3631,4061.0,700.0,4757.0,379.0,1379.0,9121.0,8546.0,1207.0,7132.0,7447.0,554.0,1191.0
b2255,7072.0,186.0,6649.0,152.0,159.0,14229.0,8689.0,355.0,7349.0,2671.0,32.0,98.0
b2762,508.0,72.0,5508.0,62.0,118.0,45659.0,1611.0,234.0,30113.0,1110.0,64.0,317.0
b3124,800.0,95.0,1743.0,113.0,169.0,4980.0,4552.0,199.0,1235.0,12833.0,63.0,489.0
b2142,756.0,96.0,568.0,204.0,252.0,1412.0,2291.0,400.0,811.0,741.0,62.0,343.0
b1382,420.0,48.0,485.0,16.0,131.0,805.0,1102.0,170.0,201.0,451.0,36.0,39.0
b2618,2051.0,346.0,4806.0,158.0,672.0,3275.0,1839.0,448.0,1146.0,1404.0,200.0,474.0
b3346,8753.0,1516.0,13142.0,699.0,2279.0,19796.0,27448.0,3248.0,10666.0,17764.0,891.0,2990.0
b3096,1783.0,625.0,1472.0,213.0,718.0,2497.0,1802.0,546.0,1826.0,1660.0,266.0,627.0
b1406,2457.0,78.0,5685.0,63.0,63.0,2809.0,10456.0,610.0,3131.0,14263.0,22.0,617.0
b3910,8123.0,383.0,14756.0,226.0,236.0,2865.0,4428.0,312.0,5653.0,7789.0,347.0,1477.0
b2141,598.0,345.0,357.0,209.0,637.0,859.0,483.0,372.0,1043.0,213.0,106.0,241.0
b3431,16308.0,711.0,17133.0,934.0,457.0,11085.0,22830.0,1643.0,8524.0,21964.0,254.0,3303.0
b2795,15046.0,1035.0,14815.0,609.0,982.0,22503.0,45517.0,2185.0,3951.0,8926.0,145.0,1266.0
b4599,899.0,55.0,364.0,92.0,25.0,528.0,282.0,71.0,183.0,75.0,5.0,48.0
b3092,13460.0,580.0,3113.0,1347.0,230.0,4098.0,77226.0,12503.0,2685.0,70867.0,189.0,4938.0
b1600,30.0,57.0,272.0,140.0,84.0,1282.0,79.0,148.0,734.0,53.0,19.0,222.0
b2700,2367.0,510.0,5493.0,239.0,844.0,7091.0,4168.0,918.0,4415.0,2732.0,347.0,1091.0
b0855,3126.0,125.0,943.0,55.0,89.0,1774.0,24118.0,252.0,1576.0,14212.0,333.0,183.0
b1088,14197.0,14169.0,45273.0,5292.0,39251.0,95856.0,31698.0,25698.0,121629.0,49760.0,14886.0,22517.0
b2288,17789.0,2572.0,38358.0,1718.0,4205.0,49465.0,36535.0,4266.0,42729.0,31698.0,2828.0,6671.0
b4411,7913.0,87.0,3380.0,38.0,208.0,181.0,2626.0,88.0,141.0,2685.0,23.0,39.0
b0110,4346.0,532.0,9387.0,265.0,696.0,8574.0,12459.0,715.0,8414.0,16533.0,358.0,1684.0
b2929,933.0,206.0,1327.0,79.0,274.0,993.0,1091.0,203.0,2581.0,4092.0,325.0,768.0
b1247,1691.0,575.0,5818.0,471.0,485.0,8920.0,2186.0,498.0,6577.0,4108.0,469.0,616.0
b2392,106314.0,10280.0,4239.0,2772.0,1507.0,1965.0,91109.0,1889.0,1318.0,57070.0,1498.0,3398.0
b0397,2413.0,801.0,7441.0,425.0,1941.0,9838.0,5986.0,1515.0,9323.0,8421.0,916.0,1916.0
b0836,74722.0,581.0,59108.0,3111.0,143.0,7465.0,55622.0,10111.0,7728.0,18612.0,145.0,18141.0
b0738,2187.0,1259.0,7671.0,463.0,1514.0,12992.0,3966.0,899.0,9679.0,5944.0,880.0,1335.0
b0904,7918.0,1712.0,15659.0,5037.0,5548.0,39723.0,26813.0,18223.0,39380.0,19767.0,1568.0,17401.0
b4390,8712.0,1004.0,9156.0,504.0,1507.0,12507.0,11929.0,1377.0,8810.0,7865.0,789.0,1552.0
b0345,734.0,126.0,2122.0,154.0,281.0,3168.0,2171.0,156.0,2703.0,2467.0,186.0,724.0
b3289,1377.0,2014.0,3324.0,369.0,3486.0,11291.0,8662.0,927.0,5765.0,5119.0,928.0,947.0
b1020,22062.0,515.0,12201.0,308.0,139.0,10330.0,52312.0,792.0,5813.0,17028.0,121.0,814.0
b3611,3868.0,1275.0,12028.0,422.0,3001.0,15385.0,23945.0,2436.0,14891.0,13000.0,1370.0,3016.0
b0846,387.0,52.0,409.0,37.0,149.0,651.0,711.0,112.0,469.0,579.0,42.0,109.0
b4136,4199.0,480.0,4203.0,286.0,905.0,8008.0,10701.0,978.0,5840.0,12028.0,267.0,1152.0
b0676,6745.0,3234.0,5221.0,905.0,3429.0,11703.0,22125.0,2549.0,7329.0,10930.0,1541.0,2170.0
b1106,3139.0,380.0,4250.0,237.0,674.0,5178.0,5071.0,582.0,3480.0,4779.0,298.0,882.0
b2740,19091.0,63.0,725.0,78.0,47.0,104.0,302.0,116.0,107.0,241.0,11.0,131.0
b2792,158.0,159.0,648.0,21.0,535.0,1084.0,328.0,113.0,753.0,257.0,260.0,151.0
b3441,433.0,102.0,646.0,31.0,147.0,2037.0,1750.0,344.0,939.0,1343.0,44.0,242.0
b2245,174.0,9.0,243.0,13.0,18.0,141.0,232.0,35.0,67.0,173.0,7.0,37.0
b3136,919.0,30.0,114.0,137.0,24.0,152.0,21546.0,322.0,99.0,30168.0,41.0,695.0
b0834,556.0,241.0,714.0,212.0,316.0,3306.0,642.0,304.0,1402.0,674.0,217.0,641.0
b4359,1192.0,618.0,5686.0,386.0,846.0,9062.0,3102.0,902.0,11110.0,4419.0,461.0,1300.0
b4037,760.0,534.0,10276.0,375.0,106.0,1504.0,2954.0,988.0,8198.0,3595.0,30.0,1933.0
b1188,33826.0,206.0,14002.0,235.0,127.0,5583.0,88220.0,692.0,2108.0,20704.0,11.0,458.0
b3106,1517.0,1510.0,467.0,181.0,79.0,640.0,7740.0,762.0,398.0,5732.0,29.0,1372.0
b3204,10128.0,1235.0,11723.0,739.0,1890.0,9346.0,20443.0,1985.0,8637.0,16110.0,652.0,2328.0
b3486,981.0,134.0,3437.0,324.0,108.0,2184.0,2135.0,581.0,2772.0,3965.0,91.0,1358.0
b3615,90.0,26.0,178.0,44.0,61.0,1171.0,293.0,88.0,602.0,199.0,22.0,122.0
b3985,44986.0,91171.0,232845.0,17801.0,254406.0,781789.0,93776.0,66544.0,804607.0,135286.0,98259.0,99363.0
b0481,765.0,263.0,2411.0,96.0,391.0,2200.0,1282.0,348.0,4842.0,4073.0,452.0,726.0
b0091,6237.0,1951.0,7521.0,804.0,4158.0,17990.0,17983.0,2724.0,16038.0,26658.0,2232.0,3366.0
b1260,962.0,89.0,545.0,105.0,220.0,2376.0,14842.0,503.0,1000.0,3242.0,80.0,244.0
b0698,105.0,25.0,183.0,56.0,34.0,107.0,200.0,47.0,71.0,182.0,19.0,61.0
b3200,9069.0,2014.0,14235.0,770.0,4690.0,25600.0,25785.0,3142.0,17232.0,20532.0,1506.0,2855.0
b0087,4263.0,732.0,5022.0,431.0,1628.0,5714.0,4676.0,745.0,4066.0,4606.0,605.0,1080.0
b2148,2467.0,103.0,3602.0,65.0,20.0,2119.0,1093.0,95.0,4238.0,8740.0,12.0,507.0
b1174,7324.0,717.0,11119.0,256.0,1461.0,33851.0,26893.0,3836.0,25928.0,30881.0,405.0,3383.0
